,proteinName,geneName,synonyms,geneID,geneENS
Q8IV32,Coiled-coil domain-containing protein 71,CCDC71,[],64925,ENSG00000177352
Q8IV33,Uncharacterized protein KIAA0825,KIAA0825,['C5orf36'],285600,ENSG00000185261
Q8IV35,WD repeat-containing protein 49,WDR49,[],,ENSG00000174776
Q8IV36,Protein HID1,HID1,"['C17orf28', 'DMC1']",283987,ENSG00000167861
Q8IV38,Ankyrin repeat and MYND domain-containing protein 2,ANKMY2,[],57037,ENSG00000106524
Q8IV42,L-seryl-tRNA(Sec) kinase,PSTK,['C10orf89'],118672,ENSG00000179988
Q8IV45,UNC5C-like protein,UNC5CL,['ZUD'],222643,ENSG00000124602
Q8IV48,3'-5' exoribonuclease 1,ERI1,"[""3'EXO"", 'THEX1']",90459,ENSG00000104626
Q8IV50,LysM and putative peptidoglycan-binding domain-containing protein 2,LYSMD2,[],256586,ENSG00000140280
Q8IV53,DENN domain-containing protein 1C,DENND1C,['FAM31C'],79958,ENSG00000205744
Q8IV56,Proline-rich protein 15,PRR15,[],222171,ENSG00000176532
Q8IV61,Ras guanyl-releasing protein 3,RASGRP3,"['GRP3', 'KIAA0846']",25780,ENSG00000152689
Q8IV63,Inactive serine/threonine-protein kinase VRK3,VRK3,[],51231,ENSG00000105053
Q8IV76,Circadian clock protein PASD1,PASD1,[],139135,ENSG00000166049
Q8IV77,Cyclic nucleotide-gated cation channel alpha-4,CNGA4,[],1262,ENSG00000132259
Q8IVA1,Purkinje cell protein 2 homolog,PCP2,[],126006,ENSG00000174788
Q8IVB4,Sodium/hydrogen exchanger 9,SLC9A9,['NHE9'],285195,ENSG00000181804
Q8IVB5,LIX1-like protein,LIX1L,[],128077,ENSG00000271601
Q8IVC4,Zinc finger protein 584,ZNF584,[],201514,ENSG00000171574
Q8IVD9,NudC domain-containing protein 3,NUDCD3,['KIAA1068'],23386,ENSG00000015676
Q8IVE0,Putative ciliary rootlet coiled-coil protein-like 2 protein,CROCCP3,"['CROCCL2', 'KIAA1922']",,
Q8IVE3,Pleckstrin homology domain-containing family H member 2,PLEKHH2,['KIAA2028'],130271,ENSG00000152527
Q8IVF1,NUT family member 2A,NUTM2A,"['FAM22A', 'KIAA2020']",728130,ENSG00000184923
Q8IVF2,Protein AHNAK2,AHNAK2,"['C14orf78', 'KIAA2019']",113146,ENSG00000185567
Q8IVF4,Dynein axonemal heavy chain 10,DNAH10,['KIAA2017'],196385,ENSG00000197653
Q8IVF5,Rho guanine nucleotide exchange factor TIAM2,TIAM2,"['KIAA2016', 'STEF']",26230,ENSG00000146426
Q8IVF6,Ankyrin repeat domain-containing protein 18A,ANKRD18A,['KIAA2015'],253650,ENSG00000180071
Q8IVF7,Formin-like protein 3,FMNL3,"['FHOD3', 'FRL2', 'KIAA2014', 'WBP3']",91010,ENSG00000161791
Q8IVG5,Sterile alpha motif domain-containing protein 9-like,SAMD9L,"['C7orf6', 'DRIF2', 'KIAA2005', 'UEF']",219285,ENSG00000177409
Q8IVH2,Forkhead box protein P4,FOXP4,['FKHLA'],116113,ENSG00000137166
Q8IVH4,"Methylmalonic aciduria type A protein, mitochondrial",MMAA,[],166785,ENSG00000151611
Q8IVH8,Mitogen-activated protein kinase kinase kinase kinase 3,MAP4K3,['RAB8IPL1'],8491,ENSG00000011566
Q8IVI9,Nostrin,NOSTRIN,[],115677,ENSG00000163072
Q8IVJ1,Solute carrier family 41 member 1,SLC41A1,[],254428,ENSG00000133065
Q8IVJ8,APRG1 tumor suppressor candidate,APRG1,['C3orf35'],339883,
Q8IVK1,Putative glycosylation-dependent cell adhesion molecule 1,GLYCAM1,[],,
Q8IVL0,Neuron navigator 3,NAV3,"['KIAA0938', 'POMFIL1', 'STEERIN3']",89795,ENSG00000067798
Q8IVL1,Neuron navigator 2,NAV2,"['HELAD1', 'KIAA1419', 'POMFIL2', 'RAINB1', 'STEERIN2']",89797,ENSG00000166833
Q8IVL5,Prolyl 3-hydroxylase 2,P3H2,"['LEPREL1', 'MLAT4']",55214,ENSG00000090530
Q8IVL6,Prolyl 3-hydroxylase 3,P3H3,['LEPREL2'],10536,ENSG00000110811
Q8IVL8,Carboxypeptidase O,CPO,[],130749,ENSG00000144410
Q8IVM0,Coiled-coil domain-containing protein 50,CCDC50,['C3orf6'],152137,ENSG00000152492
Q8IVM8,Organic anion transporter 7,SLC22A9,"['hOAT4', 'OAT7', 'UST3']",114571,ENSG00000149742
Q8IVN3,Musculoskeletal embryonic nuclear protein 1,MUSTN1,[],389125,ENSG00000272573
Q8IVP5,FUN14 domain-containing protein 1,FUNDC1,[],139341,ENSG00000069509
Q8IVP9,Zinc finger protein 547,ZNF547,[],284306,ENSG00000152433
Q8IVS2,"Malonyl-CoA-acyl carrier protein transacylase, mitochondrial",MCAT,['MT'],27349,ENSG00000100294
Q8IVS8,Glycerate kinase,GLYCTK,['HBEBP4'],132158,ENSG00000168237
Q8IVT2,Mitotic interactor and substrate of PLK1,MISP,['C19orf21'],126353,ENSG00000099812
Q8IVT5,Kinase suppressor of Ras 1,KSR1,['KSR'],8844,ENSG00000141068
Q8IVU1,Immunoglobulin superfamily DCC subclass member 3,IGDCC3,['PUNC'],9543,ENSG00000174498
Q8IVU3,Probable E3 ubiquitin-protein ligase HERC6,HERC6,[],55008,ENSG00000138642
Q8IVU9,Ciliary-associated calcium-binding coiled-coil protein 1,CABCOCO1,['C10orf107'],219621,ENSG00000183346
Q8IVV2,Lipoxygenase homology domain-containing protein 1,LOXHD1,[],125336,ENSG00000167210
Q8IVV7,Glucose-induced degradation protein 4 homolog,GID4,"['C17orf39', 'VID24']",79018,ENSG00000141034
Q8IVV8,Sodium/potassium-transporting ATPase subunit beta-1-interacting protein 4,NKAIN4,"['C20orf58', 'FAM77A']",128414,ENSG00000101198
Q8IVW1,ADP-ribosylation factor-like protein 17,ARL17A,['ARL17P1'],51326,ENSG00000228696
Q8IVW4,Cyclin-dependent kinase-like 3,CDKL3,['NKIAMRE'],51265,ENSG00000006837
Q8IVW6,AT-rich interactive domain-containing protein 3B,ARID3B,"['BDP', 'DRIL2']",10620,ENSG00000179361
Q8IVW8,Sphingosine-1-phosphate transporter SPNS2,SPNS2,[],124976,ENSG00000183018
Q8IVY1,Type III endosome membrane protein TEMP,C1orf210,[],149466,ENSG00000253313
Q8IW00,V-set and transmembrane domain-containing protein 4,VSTM4,['C10orf72'],196740,ENSG00000165633
Q8IW03,Seven in absentia homolog 3,SIAH3,[],283514,ENSG00000215475
Q8IW19,Aprataxin and PNK-like factor,APLF,"['C2orf13', 'PALF', 'XIP1']",200558,ENSG00000169621
Q8IW35,Centrosomal protein of 97 kDa,CEP97,['LRRIQ2'],79598,ENSG00000182504
Q8IW36,Zinc finger protein 695,ZNF695,[],57116,ENSG00000197472
Q8IW40,Coiled-coil domain-containing protein 103,CCDC103,[],388389,ENSG00000167131
Q8IW41,MAP kinase-activated protein kinase 5,MAPKAPK5,['PRAK'],8550,ENSG00000089022
Q8IW45,ATP-dependent (S)-NAD(P)H-hydrate dehydratase,NAXD,['CARKD'],55739,ENSG00000213995
Q8IW50,Protein FAM219A,FAM219A,['C9orf25'],203259,ENSG00000164970
Q8IW52,SLIT and NTRK-like protein 4,SLITRK4,[],139065,ENSG00000179542
Q8IW70,Transmembrane protein 151B,TMEM151B,"['C6orf137', 'TMEM193']",441151,ENSG00000178233
Q8IW75,Serpin A12,SERPINA12,[],145264,ENSG00000165953
Q8IW93,Rho guanine nucleotide exchange factor 19,ARHGEF19,[],128272,ENSG00000142632
Q8IWA0,WD repeat-containing protein 75,WDR75,['UTP17'],84128,ENSG00000115368
Q8IWA4,Mitofusin-1,MFN1,[],55669,ENSG00000171109
Q8IWA6,Coiled-coil domain-containing protein 60,CCDC60,[],160777,ENSG00000183273
Q8IWB1,"Inositol 1,4,5-trisphosphate receptor-interacting protein",ITPRIP,"['DANGER', 'KIAA1754']",85450,ENSG00000148841
Q8IWB4,Spermatogenesis-associated protein 31A7,SPATA31A7,"['FAM75A4', 'FAM75A7', 'SPATA31A4']",26165,ENSG00000276040
Q8IWB6,Inactive serine/threonine-protein kinase TEX14,TEX14,['SGK307'],56155,ENSG00000121101
Q8IWB9,Testis-expressed protein 2,TEX2,"['KIAA1738', 'TMEM96']",55852,ENSG00000136478
Q8IWC1,MAP7 domain-containing protein 3,MAP7D3,['MDP3'],79649,ENSG00000129680
Q8IWD4,Coiled-coil domain-containing protein 117,CCDC117,[],150275,ENSG00000159873
Q8IWD5,Major facilitator superfamily domain-containing protein 6-like,MFSD6L,[],162387,ENSG00000185156
Q8IWE2,Protein NOXP20,FAM114A1,['NOXP20'],92689,ENSG00000197712
Q8IWE4,DCN1-like protein 3,DCUN1D3,['SCCRO3'],123879,ENSG00000188215
Q8IWE5,Pleckstrin homology domain-containing family M member 2,PLEKHM2,"['KIAA0842', 'SKIP']",23207,ENSG00000116786
Q8IWF2,FAD-dependent oxidoreductase domain-containing protein 2,FOXRED2,['ERFAD'],80020,ENSG00000100350
Q8IWF6,Protein DENND6A,DENND6A,['FAM116A'],201627,ENSG00000174839
Q8IWF9,Coiled-coil domain-containing protein 83,CCDC83,[],220047,ENSG00000150676
Q8IWG1,Dynein axonemal intermediate chain 3,DNAI3,['WDR63'],126820,ENSG00000162643
Q8IWI9,MAX gene-associated protein,MGA,"['KIAA0518', 'MAD5']",23269,ENSG00000174197
Q8IWJ2,GRIP and coiled-coil domain-containing protein 2,GCC2,"['KIAA0336', 'RANBP2L4']",9648,ENSG00000135968
Q8IWK6,Adhesion G protein-coupled receptor A3,ADGRA3,['GPR125'],166647,ENSG00000152990
Q8IWL1,Pulmonary surfactant-associated protein A2,SFTPA2,"['COLEC5', 'PSAP', 'SFTP1', 'SFTPA', 'SFTPA2B']",729238,ENSG00000185303
Q8IWL2,Pulmonary surfactant-associated protein A1,SFTPA1,"['COLEC4', 'PSAP', 'SFTP1', 'SFTPA', 'SFTPA1B']",653509,ENSG00000122852
Q8IWL3,Iron-sulfur cluster co-chaperone protein HscB,HSCB,"['DNAJC20', 'HSC20']",150274,ENSG00000100209
Q8IWL8,Saitohin,STH,[],246744,ENSG00000256762
Q8IWN6,Protein FAM223A,FAM223A,"['CXorf52', 'LINC00204A', 'NCRNA00204']",,
Q8IWN7,Retinitis pigmentosa 1-like 1 protein,RP1L1,[],94137,ENSG00000183638
Q8IWP9,Coiled-coil domain-containing protein 28A,CCDC28A,['C6orf80'],25901,
Q8IWQ3,Serine/threonine-protein kinase BRSK2,BRSK2,"['C11orf7', 'PEN11B', 'SADA', 'STK29']",9024,ENSG00000174672
Q8IWR0,Zinc finger CCCH domain-containing protein 7A,ZC3H7A,"['ZC3H7', 'ZC3HDC7']",29066,ENSG00000122299
Q8IWR1,Tripartite motif-containing protein 59,TRIM59,"['RNF104', 'TRIM57', 'TSBF1']",286827,ENSG00000213186
Q8IWS0,PHD finger protein 6,PHF6,"['CENP-31', 'KIAA1823']",84295,ENSG00000156531
Q8IWT3,Cullin-9,CUL9,"['H7AP1', 'KIAA0708', 'PARC']",23113,ENSG00000112659
Q8IWT6,Volume-regulated anion channel subunit LRRC8A,LRRC8A,"['KIAA1437', 'LRRC8', 'SWELL1']",56262,ENSG00000136802
Q8IWU2,Serine/threonine-protein kinase LMTK2,LMTK2,"['AATYK2', 'BREK', 'KIAA1079', 'KPI2', 'LMR2']",22853,ENSG00000164715
Q8IWU4,Proton-coupled zinc antiporter SLC30A8,SLC30A8,['ZNT8'],169026,ENSG00000164756
Q8IWU5,Extracellular sulfatase Sulf-2,SULF2,['KIAA1247'],55959,ENSG00000196562
Q8IWU6,Extracellular sulfatase Sulf-1,SULF1,['KIAA1077'],23213,ENSG00000137573
Q8IWU9,Tryptophan 5-hydroxylase 2,TPH2,['NTPH'],121278,ENSG00000139287
Q8IWV1,Lymphocyte transmembrane adapter 1,LAX1,['LAX'],54900,ENSG00000122188
Q8IWV2,Contactin-4,CNTN4,[],152330,ENSG00000144619
Q8IWV7,E3 ubiquitin-protein ligase UBR1,UBR1,[],197131,ENSG00000159459
Q8IWV8,E3 ubiquitin-protein ligase UBR2,UBR2,"['C6orf133', 'KIAA0349']",23304,ENSG00000024048
Q8IWW6,Rho GTPase-activating protein 12,ARHGAP12,[],94134,ENSG00000165322
Q8IWW8,"Hydroxyacid-oxoacid transhydrogenase, mitochondrial",ADHFE1,[],137872,ENSG00000147576
Q8IWX5,Sphingosine-1-phosphate phosphatase 2,SGPP2,[],130367,ENSG00000163082
Q8IWX8,Calcium homeostasis endoplasmic reticulum protein,CHERP,"['DAN26', 'SCAF6']",10523,ENSG00000085872
Q8IWY4,"Signal peptide, CUB and EGF-like domain-containing protein 1",SCUBE1,[],80274,ENSG00000159307
Q8IWY8,Zinc finger and SCAN domain-containing protein 29,ZSCAN29,['ZNF690'],146050,ENSG00000140265
Q8IWY9,Codanin-1,CDAN1,[],146059,ENSG00000140326
Q8IWZ3,Ankyrin repeat and KH domain-containing protein 1,ANKHD1,"['KIAA1085', 'MASK', 'VBARP']",54882,ENSG00000131503
Q8IWZ5,Tripartite motif-containing protein 42,TRIM42,[],287015,ENSG00000155890
Q8IWZ8,SURP and G-patch domain-containing protein 1,SUGP1,['SF4'],57794,ENSG00000105705
Q8IX01,SURP and G-patch domain-containing protein 2,SUGP2,"['KIAA0365', 'SFRS14']",10147,ENSG00000064607
Q8IX03,Protein KIBRA,WWC1,['KIAA0869'],23286,ENSG00000113645
Q8IX04,Ubiquitin-conjugating enzyme E2 variant 3,UEVLD,['UEV3'],55293,ENSG00000151116
Q8IX05,CD302 antigen,CD302,"['CLEC13A', 'DCL1', 'KIAA0022']",9936,ENSG00000241399
Q8IX06,Putative exonuclease GOR,REXO1L1P,"['GOR', 'REXO1L1']",,
Q8IX07,Zinc finger protein ZFPM1,ZFPM1,"['FOG1', 'ZFN89A']",161882,ENSG00000179588
Q8IX12,Cell division cycle and apoptosis regulator protein 1,CCAR1,"['CARP1', 'DIS']",55749,ENSG00000060339
Q8IX15,Homeobox and leucine zipper protein Homez,HOMEZ,['KIAA1443'],57594,ENSG00000290292
Q8IX18,Probable ATP-dependent RNA helicase DHX40,DHX40,['DDX40'],79665,ENSG00000108406
Q8IX19,Mast cell-expressed membrane protein 1,MCEMP1,['C19orf59'],199675,ENSG00000183019
Q8IX21,SMC5-SMC6 complex localization factor protein 2,SLF2,"['C10orf6', 'FAM178A']",55719,ENSG00000119906
Q8IX29,F-box only protein 16,FBXO16,['FBX16'],157574,ENSG00000214050
Q8IX30,"Signal peptide, CUB and EGF-like domain-containing protein 3",SCUBE3,['CEGF3'],222663,ENSG00000146197
Q8IX90,Spindle and kinetochore-associated protein 3,SKA3,"['C13orf3', 'RAMA1']",221150,ENSG00000165480
Q8IX94,cTAGE family member 4,CTAGE4,[],100142659,ENSG00000288784
Q8IX95,Putative cTAGE family member 3,CTAGE3P,['CTAGE3'],,
Q8IXA5,Sperm acrosome membrane-associated protein 3,SPACA3,"['LYC3', 'LYZL3', 'SLLP1', 'SPRASA']",124912,ENSG00000141316
Q8IXB3,Trafficking regulator of GLUT4 1,TRARG1,"['IFITMD3', 'LOST1', 'TUSC5']",286753,ENSG00000184811
Q8IXF0,Neuronal PAS domain-containing protein 3,NPAS3,"['BHLHE12', 'MOP6', 'PASD6']",64067,ENSG00000151322
Q8IXF9,Aquaporin-12A,AQP12A,"['AQP12', 'AQPX2']",375318,ENSG00000184945
Q8IXH6,Tumor protein p53-inducible nuclear protein 2,TP53INP2,"['C20orf110', 'DOR', 'PINH']",58476,ENSG00000078804
Q8IXH7,Negative elongation factor C/D,NELFCD,"['NELFD', 'TH1', 'TH1L']",51497,ENSG00000101158
Q8IXH8,Cadherin-like protein 26,CDH26,[],60437,ENSG00000124215
Q8IXI1,Mitochondrial Rho GTPase 2,RHOT2,"['ARHT2', 'C16orf39']",89941,ENSG00000140983
Q8IXI2,Mitochondrial Rho GTPase 1,RHOT1,['ARHT1'],55288,ENSG00000126858
Q8IXJ6,NAD-dependent protein deacetylase sirtuin-2,SIRT2,"['SIR2L', 'SIR2L2']",22933,ENSG00000283100
Q8IXJ9,Polycomb group protein ASXL1,ASXL1,['KIAA0978'],171023,ENSG00000171456
Q8IXK0,Polyhomeotic-like protein 2,PHC2,"['EDR2', 'PH2']",1912,ENSG00000134686
Q8IXK2,Polypeptide N-acetylgalactosaminyltransferase 12,GALNT12,[],79695,ENSG00000119514
Q8IXL6,Extracellular serine/threonine protein kinase FAM20C,FAM20C,['DMP4'],56975,ENSG00000288499
Q8IXM2,Chromatin complexes subunit BAP18,BAP18,['C17orf49'],124944,ENSG00000258315
Q8IXM7,Outer dense fiber protein 3-like protein 1,ODF3L1,[],161753,ENSG00000182950
Q8IXN7,N-acetylaspartylglutamate synthase A,RIMKLA,['FAM80A'],284716,ENSG00000177181
Q8IXP5,POU domain class 2-associating factor 2,POU2AF2,['C11orf53'],341032,ENSG00000150750
Q8IXQ3,Uncharacterized protein C9orf40,C9orf40,[],55071,ENSG00000135045
Q8IXQ4,GPALPP motifs-containing protein 1,GPALPP1,"['KIAA1704', 'LSR7']",55425,ENSG00000133114
Q8IXQ6,Protein mono-ADP-ribosyltransferase PARP9,PARP9,"['BAL', 'BAL1']",83666,ENSG00000138496
Q8IXQ8,PDZ domain-containing protein 9,PDZD9,['C16orf65'],255762,ENSG00000284316
Q8IXQ9,Electron transfer flavoprotein beta subunit lysine methyltransferase,ETFBKMT,"['C12orf72', 'METTL20']",254013,ENSG00000139160
Q8IXR5,Protein FAM178B,FAM178B,[],51252,ENSG00000168754
Q8IXR9,Uncharacterized protein C12orf56,C12orf56,[],115749,ENSG00000185306
Q8IXS0,Protein FAM217A,FAM217A,['C6orf146'],222826,ENSG00000145975
Q8IXS2,Dynein regulatory complex subunit 2,CCDC65,['DRC2'],85478,ENSG00000139537
Q8IXS6,Paralemmin-2,PALM2,[],445815,
Q8IXS8,Hyccin 2,HYCC2,['FAM126B'],285172,ENSG00000155744
Q8IXT1,DNA damage-induced apoptosis suppressor protein,DDIAS,"['C11orf82', 'NOXIN']",220042,ENSG00000165490
Q8IXT2,Doublesex- and mab-3-related transcription factor C2,DMRTC2,[],63946,ENSG00000142025
Q8IXT5,RNA-binding protein 12B,RBM12B,[],389677,ENSG00000183808
Q8IXU6,Solute carrier family 35 member F2,SLC35F2,[],54733,ENSG00000110660
Q8IXW0,Lamin tail domain-containing protein 2,LMNTD2,['C11orf35'],256329,ENSG00000275873
Q8IXW5,Putative RNA polymerase II subunit B1 CTD phosphatase RPAP2,RPAP2,['C1orf82'],79871,ENSG00000122484
Q8IXX5,Transmembrane protein 183A,TMEM183A,['C1orf37'],92703,ENSG00000163444
Q8IXZ2,Zinc finger CCCH domain-containing protein 3,ZC3H3,"['KIAA0150', 'SMICL', 'ZC3HDC3']",23144,ENSG00000014164
Q8IXZ3,Transcription factor Sp8,SP8,[],221833,ENSG00000164651
Q8IY17,Patatin-like phospholipase domain-containing protein 6,PNPLA6,['NTE'],10908,ENSG00000032444
Q8IY18,Structural maintenance of chromosomes protein 5,SMC5,"['KIAA0594', 'SMC5L1']",23137,ENSG00000198887
Q8IY21,Probable ATP-dependent RNA helicase DDX60,DDX60,[],55601,ENSG00000137628
Q8IY22,C-Maf-inducing protein,CMIP,"['KIAA1694', 'TCMIP']",80790,ENSG00000153815
Q8IY26,Polyisoprenoid diphosphate/phosphate phosphohydrolase PLPP6,PLPP6,"['PDP1', 'PPAPDC2']",403313,ENSG00000205808
Q8IY33,MICAL-like protein 2,MICALL2,['JRAB'],79778,ENSG00000164877
Q8IY34,Solute carrier family 15 member 3,SLC15A3,"['OCTP', 'PHT2', 'PTR3']",51296,ENSG00000110446
Q8IY37,Probable ATP-dependent RNA helicase DHX37,DHX37,"['DDX37', 'KIAA1517']",57647,ENSG00000150990
Q8IY42,Uncharacterized protein C4orf19,C4orf19,[],55286,ENSG00000154274
Q8IY50,Putative thiamine transporter SLC35F3,SLC35F3,[],148641,ENSG00000183780
Q8IY51,Tigger transposable element-derived protein 4,TIGD4,[],201798,ENSG00000169989
Q8IY57,YY1-associated factor 2,YAF2,[],10138,ENSG00000015153
Q8IY63,Angiomotin-like protein 1,AMOTL1,[],154810,ENSG00000166025
Q8IY67,Ribonucleoprotein PTB-binding 1,RAVER1,['KIAA1978'],125950,ENSG00000161847
Q8IY81,pre-rRNA 2'-O-ribose RNA methyltransferase FTSJ3,FTSJ3,[],117246,ENSG00000108592
Q8IY82,Dynein regulatory complex subunit 7,DRC7,"['C16orf50', 'CCDC135']",84229,ENSG00000159625
Q8IY84,Serine/threonine-protein kinase NIM1,NIM1K,['NIM1'],167359,ENSG00000177453
Q8IY85,EF-hand calcium-binding domain-containing protein 13,EFCAB13,['C17orf57'],124989,ENSG00000178852
Q8IY92,Structure-specific endonuclease subunit SLX4,SLX4,"['BTBD12', 'KIAA1784', 'KIAA1987']",84464,ENSG00000188827
Q8IY95,Transmembrane protein 192,TMEM192,[],201931,ENSG00000170088
Q8IYA2,Putative coiled-coil domain-containing protein 144C,CCDC144CP,['CCDC144C'],,
Q8IYA6,Cytoskeleton-associated protein 2-like,CKAP2L,[],150468,ENSG00000169607
Q8IYA7,Homeobox protein Mohawk,MKX,"['C10orf48', 'IRXL1']",283078,ENSG00000150051
Q8IYA8,Interactor of HORMAD1 protein 1,IHO1,['CCDC36'],339834,ENSG00000173421
Q8IYB0,,,[],,
Q8IYB1,Nucleotidyltransferase MB21D2,MB21D2,['C3orf59'],151963,ENSG00000180611
Q8IYB3,Serine/arginine repetitive matrix protein 1,SRRM1,['SRM160'],10250,ENSG00000133226
Q8IYB4,PEX5-related protein,PEX5L,"['PEX5R', 'PXR2']",51555,ENSG00000114757
Q8IYB5,Stromal membrane-associated protein 1,SMAP1,[],60682,ENSG00000112305
Q8IYB7,DIS3-like exonuclease 2,DIS3L2,['FAM6A'],129563,ENSG00000144535
Q8IYB8,"ATP-dependent RNA helicase SUPV3L1, mitochondrial",SUPV3L1,['SUV3'],6832,ENSG00000156502
Q8IYB9,Zinc finger protein 595,ZNF595,[],152687,ENSG00000272602
Q8IYD1,Eukaryotic peptide chain release factor GTP-binding subunit ERF3B,GSPT2,['ERF3B'],23708,ENSG00000189369
Q8IYD8,Fanconi anemia group M protein,FANCM,['KIAA1596'],57697,ENSG00000187790
Q8IYD9,Lung adenoma susceptibility protein 2,LAS2,['C18orf54'],162681,ENSG00000166845
Q8IYE0,Coiled-coil domain-containing protein 146,CCDC146,['KIAA1505'],57639,ENSG00000135205
Q8IYE1,Coiled-coil domain-containing protein 13,CCDC13,[],152206,ENSG00000244607
Q8IYF1,Elongin-A2,ELOA2,"['TCEB3B', 'TCEB3L']",51224,ENSG00000206181
Q8IYF3,Testis-expressed protein 11,TEX11,['ZIP4'],56159,ENSG00000120498
Q8IYG6,Leucine-rich repeat-containing protein 56,LRRC56,[],115399,ENSG00000161328
Q8IYH5,ZZ-type zinc finger-containing protein 3,ZZZ3,[],26009,ENSG00000036549
Q8IYI0,Shieldin complex subunit 1,SHLD1,"['C20orf196', 'RINN3']",149840,ENSG00000171984
Q8IYI6,Exocyst complex component 8,EXOC8,[],149371,ENSG00000116903
Q8IYI8,Zinc finger protein 440,ZNF440,[],126070,ENSG00000171295
Q8IYJ0,PILR alpha-associated neural protein,PIANP,"['C12orf53', 'PANP']",196500,ENSG00000139200
Q8IYJ2,"Uncharacterized protein C10orf67, mitochondrial",C10orf67,['LINC01552'],256815,ENSG00000179133
Q8IYJ3,Synaptotagmin-like protein 1,SYTL1,['SLP1'],84958,ENSG00000142765
Q8IYK2,Coiled-coil domain-containing protein 105,CCDC105,[],126402,ENSG00000160994
Q8IYK4,Procollagen galactosyltransferase 2,COLGALT2,"['C1orf17', 'GLT25D2', 'KIAA0584']",23127,ENSG00000198756
Q8IYK8,GTP-binding protein REM 2,REM2,[],161253,ENSG00000139890
Q8IYL2,Probable tRNA (uracil-O(2)-)-methyltransferase,TRMT44,"['C4orf23', 'METTL19']",152992,ENSG00000155275
Q8IYL3,UPF0688 protein C1orf174,C1orf174,[],339448,ENSG00000198912
Q8IYL9,Psychosine receptor,GPR65,['TDAG8'],8477,ENSG00000140030
Q8IYM0,Protein FAM186B,FAM186B,['C12orf25'],84070,ENSG00000135436
Q8IYM1,Septin-12,SEPTIN12,['SEPT12'],124404,ENSG00000140623
Q8IYM2,Ribonuclease SLFN12,SLFN12,[],55106,ENSG00000172123
Q8IYM9,E3 ubiquitin-protein ligase TRIM22,TRIM22,"['RNF94', 'STAF50']",10346,ENSG00000132274
Q8IYN0,Zinc finger protein 100,ZNF100,[],163227,ENSG00000274746
Q8IYN2,Transcription elongation factor A protein-like 8,TCEAL8,[],90843,ENSG00000180964
Q8IYN6,UBA-like domain-containing protein 2,UBALD2,['FAM100B'],283991,ENSG00000185262
Q8IYP9,Palmitoyltransferase ZDHHC23,ZDHHC23,[],254887,ENSG00000184307
Q8IYQ7,Threonine synthase-like 1,THNSL1,[],79896,ENSG00000185875
Q8IYR0,Cilia- and flagella-associated protein 206,CFAP206,['C6orf165'],154313,ENSG00000272514
Q8IYR2,SET and MYND domain-containing protein 4,SMYD4,['KIAA1936'],114826,ENSG00000186532
Q8IYR6,Tomoregulin-1,TMEFF1,['C9orf2'],8577,ENSG00000241697
Q8IYS0,Protein Aster-C,GRAMD1C,[],54762,ENSG00000178075
Q8IYS2,Uncharacterized protein KIAA2013,KIAA2013,[],90231,ENSG00000116685
Q8IYS4,Dynein axonemal assembly factor 8,DNAAF8,"['C16orf71', 'DAAP1']",146562,ENSG00000166246
Q8IYS5,Osteoclast-associated immunoglobulin-like receptor,OSCAR,[],126014,ENSG00000276982
Q8IYS8,Biorientation of chromosomes in cell division protein 1-like 2,BOD1L2,"['BOD1P', 'FAM44C']",284257,ENSG00000228075
Q8IYT1,Golgi-associated RAB2 interactor protein 4,GARIN4,['FAM71A'],149647,ENSG00000162771
Q8IYT2,Cap-specific mRNA (nucleoside-2'-O-)-methyltransferase 2,CMTR2,"['AFT', 'FTSJD1']",55783,ENSG00000180917
Q8IYT3,Coiled-coil domain-containing protein 170,CCDC170,['C6orf97'],80129,ENSG00000120262
Q8IYT4,Katanin p60 ATPase-containing subunit A-like 2,KATNAL2,[],83473,ENSG00000167216
Q8IYT8,Serine/threonine-protein kinase ULK2,ULK2,['KIAA0623'],9706,ENSG00000083290
Q8IYU2,E3 ubiquitin-protein ligase HACE1,HACE1,['KIAA1320'],57531,ENSG00000085382
Q8IYU4,Ubiquilin-like protein,UBQLNL,[],143630,ENSG00000175518
Q8IYU8,"Calcium uptake protein 2, mitochondrial",MICU2,['EFHA1'],221154,ENSG00000165487
Q8IYV9,Izumo sperm-egg fusion protein 1,IZUMO1,[],284359,ENSG00000182264
Q8IYW2,Cilia- and flagella-associated protein 46,CFAP46,"['C10orf123', 'C10orf124', 'C10orf92', 'C10orf93', 'TTC40']",54777,ENSG00000171811
Q8IYW4,ENTH domain-containing protein 1,ENTHD1,[],150350,ENSG00000176177
Q8IYW5,E3 ubiquitin-protein ligase RNF168,RNF168,[],165918,ENSG00000163961
